IdCabms,Descripcion,IdNivel,Partida1,Partida2,Estatus,Ccop,Pcontable,Descpartida,Historico_Clave_Cabm
I5650100074,DECK DE AUDIO,5,5204,5650,,56500074,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400070
I5650100075,DECK ESTEREO,5,5204,5650,,56500075,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400072
I5650100076,DECODIFICADOR,5,5204,5650,,56500076,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400074
I5650100078,DESCANALIZADOR (ENLACE TELEFONIA),5,5204,5650,,56500078,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400076
I5650100079,DETECTOR DE CRISTAL (CAPTA ONDAS INALAMBRICAS),5,5204,5650,,56500079,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400078
I5650100080,DETECTOR DE PERTURBACIONES ELECTROMAGNETICAS,5,5204,5650,,56500080,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400080
I5650100082,DISPLAY DE ANALIZADOR DE ESPECTROS,5,5204,5650,,56500082,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400082
I5650100084,DISTRIBUIDOR DE SEÑAL,5,5204,5650,,56500084,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400084
I5650100101,EQUIPO PARA VIDEO CONFERENCIA,5,5204,5650,,56500101,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400086
I5650100111,FUENTE DE ESTROBOSCOPIO,5,5204,5650,,56500111,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400088
I5650100112,FUENTE DE INPEDANCIA,5,5204,5650,,56500112,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400090
I5650100197,TELEIMPRESORA,5,5204,5650,,56500197,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400092
I5650100206,TRANSRECEPTOR,5,5204,5650,,56500206,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400094
I5190100017,APARATO REPRODUCTOR FORMATO KARAOKE,5,5102,5190,,51900017,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I150400100
I5650100006,AMPLIFICADOR DE ANTENA,5,5204,5650,,56500006,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I150400104
I5150100005,CINTOTECA,5,5206,5150,,51500005,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000002
I5150100007,CONCENTRADORES,5,5206,5150,,51500007,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000004
I5150100008,CONTROLADORES (COMPUTACION),5,5206,5150,,51500008,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000006
I5150100009,CONVERTIDOR ANALOGICO-DIGITAL,5,5206,5150,,51500009,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000008
I5150100010,CONVERTIDOR DIGITAL-ANALOGICO,5,5206,5150,,51500010,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000010
I5150100062,MICROCOMPUTADORA PORTATIL,5,5206,5150,,51500062,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000012
I5150100013,DESCARBONIZADOR (COMPUTACION),5,5206,5150,,51500013,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000014
I5150100015,DIGITALIZADORES (TABLERO),5,5206,5150,,51500015,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000016
I5150100016,DISCOTECA,5,5206,5150,,51500016,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000018
I5150100023,EQUIPO DE PROCESO DE PALABRAS,5,5206,5150,,51500023,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000020
I5150100018,DUPLICADORA DE DISKETTES,5,5206,5150,,51500018,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000022
I5150100011,CURSOR DE 16 DIGITOS (PARA TABLETA DIGITALIZADORA),5,5206,5150,,51500011,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000024
I5150100024,EQUIPO GRAFICACION,5,5206,5150,,51500024,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000026
I5150100025,EQUIPO MICROFILMACION,5,5206,5150,,51500025,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000028
I5150100033,GRABADORA CINTA,5,5206,5150,,51500033,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000030
I5150100034,GRABADORA DISCO,5,5206,5150,,51500034,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000032
I5150100035,IMPRESORA,5,5206,5150,,51500035,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000034
I5150100036,IMPRESORA DE IMPACTO DE TAMBOR CADENA O BANDA,5,5206,5150,,51500036,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000036
I5150100037,IMPRESORA DE MATRIZ DE IMPACTO,5,5206,5150,,51500037,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000038
I5150100039,IMPRESORA DE MONOELEMENTO,5,5206,5150,,51500039,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000040
I5150100044,INTERFASES O ACOPLADORES,5,5206,5150,,51500044,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000042
I5150100050,LECTOR MAGNETICO,5,5206,5150,,51500050,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000044
I5150100051,LECTOR MICROFICHAS,5,5206,5150,,51500051,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000046
I5150100052,LECTOR OPTICO,5,5206,5150,,51500052,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000048
I5150100053,LECTOR TARJETAS,5,5206,5150,,51500053,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000050
I5150100054,LECTORA CINTAS PAPEL,5,5206,5150,,51500054,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000052
I5150100068,PEDESTAL MOTORIZADO (PARA TABLETA DIGITALIZADORA),5,5206,5150,,51500068,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000054
I5150100103,VIDEO-PROYECTOR MULTIMEDIA (CAÑON),5,5206,5150,,51500103,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000056
I5150100057,MEMORIA MAGNETICA,5,5206,5150,,51500057,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000058
I5150100058,MEMORIA NUCLEOS,5,5206,5150,,51500058,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000060
I5150100059,MESA PILOTEO,5,5206,5150,,51500059,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000062
I5150100061,MICRO-COMPUTADORA,5,5206,5150,,51500061,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000064
I5150100063,MINICOMPUTADORA,5,5206,5150,,51500063,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000066
I5150100069,PERFORADOR CINTAS DE PAPEL,5,5206,5150,,51500069,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000076
I5150100070,PERFORADOR TARJETAS,5,5206,5150,,51500070,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000078
I5150100075,SEPARADOR FORMAS CONTINUAS,5,5206,5150,,51500075,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000084
I5150100082,SISTEMAS CONTROLADORES DE TELEPROCESO,5,5206,5150,,51500082,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000088
I5150100088,TELE IMPRESOR ELECTRONICO,5,5206,5150,,51500088,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000090
I5150100089,TERMINAL TELEPROCESO (PROGRAMABLE Y NO PROGRAMABLE),5,5206,5150,,51500089,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000092
I5150100090,TRANSCRIPTORA,5,5206,5150,,51500090,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000094
I5150100006,COMPUTADOR MAIN FRAME,5,5206,5150,,51500006,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000096
I5150100092,UNIDAD CINTA MAGNETICA,5,5206,5150,,51500092,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000098
I5150100094,UNIDAD DE CASSETTE CINTA MAGNETICA,5,5206,5150,,51500094,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000100
I5150100095,UNIDAD DISCO MAGNETICO FIJO,5,5206,5150,,51500095,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000102
I5150100096,UNIDAD DISCO MAGNETICO FLEXIBLE,5,5206,5150,,51500096,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000104
I5150100097,UNIDAD DISCO MAGNETICO REMOVIBLE,5,5206,5150,,51500097,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000106
I5150100101,UNIDAD SUPERVISORA TERMINALES,5,5206,5150,,51500101,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000108
I5150100084,TABLERO CONTROL LUCES AEREAS Y VELOCIDAD,5,5206,5150,,51500084,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000110
I5150100077,SERVIDOR DE RED,5,5206,5150,,51500077,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000116
I5150100032,ESTACION DE TRABAJO,5,5206,5150,,51500032,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000118
I5150100085,TABLETA DIGITALIZADORA,5,5206,5150,,51500085,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000122
I5150100086,TARJETA ETHERNET ETHERLINK,5,5206,5150,,51500086,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000124
I5150100073,RUTEADOR,5,5206,5150,,51500073,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000126
I5150100004,CHASIS PARA RACK,5,5206,5150,,51500004,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000128
I5150100072,RACK,5,5206,5150,,51500072,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000130
I5150100047,LAN EXTENDER,5,5206,5150,,51500047,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000134
I5150100071,PLOTTER,5,5206,5150,,51500071,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000136
I5150100074,SCANNER,5,5206,5150,,51500074,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000138
I5150100099,UNIDAD LECTORA DE DISCO COMPACTO EXTERNO,5,5206,5150,,51500099,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000140
I5150100093,UNIDAD DE ALMACENAMIENTO,5,5206,5150,,51500093,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000142
I5150100067,NO-BREAK,5,5206,5150,,51500067,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000148
I5150100014,DIGITALIZADOR DE IMAGEN COMPUTARIZADA (SCANNER),5,5206,5150,,51500014,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000150
I5150100076,SERVIDOR DE MULTIUSUARIO,5,5206,5150,,51500076,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000156
I5150100055,LECTORA Y COPIADORA,5,5206,5150,,51500055,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000160
I5150100042,IMPRESORA LASSER,5,5206,5150,,51500042,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000162
I5150100040,IMPRESORA DE TRANSFERENCIA TERMICA PARA MICROCOMPUTADORA,5,5206,5150,,51500040,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000166
I5150100041,IMPRESORA INYECCION DE TINTA PARA MICROCOMPUTADORA,5,5206,5150,,51500041,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000168
I5150100012,DATA SHOW,5,5206,5150,,51500012,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000172
I5150100060,MICRO IMPRESORA,5,5206,5150,,51500060,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000174
I5650100095,EQUIPO DE SEGURIDAD TIPO HARDWARE CON PROTOCOLOS Y ESTANDARES DE SEGURIDAD,5,5204,5650,,56500095,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I180000176
I5650100135,MULTIPLEXOR MODULAR,5,5204,5650,,56500135,1.2.4.6.5,Equipo de Comunicación y Telecomunicación,I180000178
I5150100045,KIT DE EXPANSION DE ALMACENAMIENTO,5,5206,5150,,51500045,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000180
I5150100046,KIT DE HERRAMIENTAS PARA SOPORTE TECNICO A REDES,5,5206,5150,,51500046,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000182
I5150100027,EQUIPO MULTIMEDIA (CD-ROM TARJETA DE SONIDO Y BOCINAS),5,5206,5150,,51500027,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000184
I5150100003,CAMARA DE VIDEO PARA EQUIPO MULTIMEDIA,5,5206,5150,,51500003,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000186
I5190100136,IMPRESORA DE CODIGO DE BARRAS,5,5102,5190,,51900136,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I180000188
I5150100083,SWITCH PARA REDES (EQUIPO DE CONECTIVIDAD),5,5206,5150,,51500083,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000190
I5150100098,UNIDAD DUPLICADORA DE DISCOS COMPACTOS,5,5206,5150,,51500098,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000192
I5150100029,EQUIPO PARA FIRMA ELECTRONICA (PAD DE FIRMA),5,5206,5150,,51500029,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000194
I5150100026,EQUIPO MULTIFUNCIONAL (IMPRIME FAXEA ESCANEA Y FOTOCOPIA),5,5206,5150,,51500026,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000196
I5150100066,MULTIPLEXOR PARA VIDEO,5,5206,5150,,51500066,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000198
I5150100078,SERVIDOR PARA SISTEMA DE GRABACION DIGITAL,5,5206,5150,,51500078,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000200
I5150100100,UNIDAD MULTIPLE DE DISCOS OPTICOS DE/PARA LECTURA/ESCRITURA (JUKEBOX),5,5206,5150,,51500100,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000202
I5150100001,AGENDA ELECTRONICA (PALM),5,5206,5150,,51500001,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000204
I5150100022,EQUIPO ASISTENTE PERSONAL DIGITAL (MICROCOMPUTADORA DE BOLSILLO O AGENDA PERSONAL),5,5206,5150,,51500022,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000206
I5150100064,MODULO DE CONEXION DE FIBRA OPTICA,5,5206,5150,,51500064,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000208
I5150100087,TARJETA SYSTEM BOARD O MOTHER BOARD (TARJETA MADRE),5,5206,5150,,51500087,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000210
I5150100065,MONITOR,5,5206,5150,,51500065,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000218
I5150100091,UNIDAD CENTRAL DE PROCESO (CPU),5,5206,5150,,51500091,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000220
I5150100017,DISPOSITIVO CONTROLADOR DE ACCESO A LA RED (RELEVADOR DE SEÑAL),5,5206,5150,,51500017,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000222
I5150100102,VIDEOIMPRESORA,5,5206,5150,,51500102,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000224
I5150100048,LAPIZ ELECTRONICO,5,5206,5150,,51500048,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000226
I5150100028,EQUIPO PARA CREDENCIALIZACION (IMPRESORA CAMARA TRIPIE DIGITALIZADORES KIT DE LIMPIEZA),5,5206,5150,,51500028,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000228
I5150100104,SELECTOR MATRICIAL DE COMPUTO Y AUDIO Y VIDEO (ENRUTADOR MATRICIAL),5,5150,5150,,50000000,1.0.0.0.0,Reclasificacion,I180000230
I5150100105,LECTORA DE CHEQUES,5,5206,5150,,50000000,1.0.0.0.0,Reclasificacion,I180000232
I5150100106,DISPOSITIVO ELECTRONICO PORTATIL CON PANTALLA TACTIL Y CON MULTIPLES PRESENTACIONES (TABLETA),5,5206,5150,,51500106,1.2.4.1.3,Equipo de Cómputo y de Tecnologías de la Información,I180000238
I5150100107,CONTENEDOR PARA CENTRO DE DATOS,5,5150,5150,,50000000,1.0.0.0.0,Reclasificacion,I180000240
I5190100021,ASPIRADORA,5,5102,5190,,51900021,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000004
I5190100063,CARRO PORTA MANGUERA (ASEO),5,5102,5190,,51900063,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000010
I5190100064,CARRO PORTA-TAMBOR ESPUMA (ASEO),5,5102,5190,,51900064,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000012
I5190100087,DIABLO (CARGA),5,5102,5190,,51900087,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000018
I5190100091,ENCERADORA,5,5102,5190,,51900091,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000020
I5190100138,INVERNADERO ARMABLE-DESARMABLE,5,5102,5190,,51900138,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000030
I5190100147,LAVADORA ALFOMBRA,5,5102,5190,,51900147,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000034
I5190100148,LAVADORA PULIDORA PISOS,5,5102,5190,,51900148,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000036
I5190100149,LAVADORA ROPA,5,5102,5190,,51900149,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000038
I5190100150,LAVADORA TRASTOS,5,5102,5190,,51900150,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000040
I5190100217,PLANCHA,5,5102,5190,,51900217,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000044
I5190100249,SECADORA ROPA,5,5102,5190,,51900249,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000050
I5190100251,SEGADORA PASTO ELECTRICA,5,5102,5190,,51900251,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000052
I5190100252,SEGADORA PASTO MECANICA,5,5102,5190,,51900252,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000054
I5190100129,GABINETE SANITARIO,5,5102,5190,,51900129,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000056
I5190100086,DETECTOR DE EXPLOSIVOS,5,5102,5190,,51900086,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000058
I5190100127,GABINETE ILUMINACION,5,5102,5190,,51900127,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000060
I5660100031,CASETA PARA PRACTICAS DE SOLDADURA,5,5205,5660,,56600031,1.2.4.6.6,Equipos de Generación Eléctrica Aparatos y Accesorios Eléctricos,I210000062
I5510100029,MARCOS MOVILES,5,5801,5510,,55100029,1.2.4.5.1,EQUIPO DE DEFENSA Y SEGURIDAD,I210000064
I5190100128,GABINETE PARA EXTINGUIDOR,5,5102,5190,,51900128,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000066
I5630100139,BASE PARA DESLIZAR TARIMA (TORTUGA),5,5502,2910,,50000000,1.0.0.0.0,Reclasificacion,I210000068
I5630100140,SOPORTE PARA REMOLQUE (PATIN),5,5502,2960,,50000000,1.0.0.0.0,Reclasificacion,I210000070
I5690200609,EXTINGUIDOR,5,5102,5190,,51900119,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000072
I5190100099,EQUIPO CONTRA INCENDIO,5,5102,5190,,51900099,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000074
I5510100043,"""SISTEMA DE INSPECCION POR RAYOS """"X"""" DE REBOTE BODY SEARCH""",5,5801,5510,,55100043,1.2.4.5.1,EQUIPO DE DEFENSA Y SEGURIDAD,I210000076
I5510100042,SISTEMA DE ENTRENAMIENTO DE ARMAS DE FUEGO (SIMULADOR),5,5801,5510,,55100042,1.2.4.5.1,EQUIPO DE DEFENSA Y SEGURIDAD,I210000078
I5110100008,ARCOS DE SEGURIDAD PARA BIBLIOTECA (DETECTA LIBROS),5,5101,5110,,51100008,1.2.4.1.1,Muebles de Oficina y Estantería,I210000080
I5190100101,EQUIPO DE ALARMA DETECTOR DE MOVIMIENTO,5,5102,5190,,51900101,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000082
I5190100102,EQUIPO DE ALARMA DETECTOR MAGNETICO,5,5102,5190,,51900102,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000084
I5620100457,UNIDAD ENFRIADORA DE LIQUIDOS PARA AIRE ACONDICIONADO,5,5202,5620,,56200457,1.2.4.6.2,Maquinaria y Equipo Industrial,I210000086
I5190100100,EQUIPO DE ALARMA CON CIRCUITO CERRADO DE TELEVISION,5,5102,5190,,51900100,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000088
I5190100107,ESCALERA TIPO CANASTILLA TELESCOPICA,5,5102,5190,,51900107,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000090
I5190100106,ESCALERA CONVER TIPO TIJERA,5,5102,5190,,51900106,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000092
I5660100150,TABLERO DE CONTROL PARA SISTEMA DE DETECCION DE HUMO,5,5205,5660,,56600150,1.2.4.6.6,Equipos de Generación Eléctrica Aparatos y Accesorios Eléctricos,I210000094
I5670100072,LIMPIADORA PORTATIL DE PRESION,5,5501,5670,,56700072,1.2.4.6.7,Herramientas y Máquinas-Herramienta,I210000096
I5190100016,APARATO PARA REGISTRO DE ACCESO A TRAVES DE HUELLA DACTILAR,5,5102,5190,,51900016,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000098
I5190100018,ARCO DE SEGURIDAD Y CONTEO DE ACCESO,5,5102,5190,,51900018,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I210000100
I5310100346,LAVAOJOS PARA PARED PEDESTAL O PORTATIL CON/SIN TINA,5,5401,5310,,50000000,1.0.0.0.0,Reclasificacion,I210000102
I5510200049,EQUIPO DE INSPECCION POR RAYOS GAMMA,5,5510,5510,,50000000,1.0.0.0.0,Reclasificacion,I210000103
I5510200050,REMOLQUE CON EQUIPO DE RAYOS X,5,5510,5510,,50000000,1.0.0.0.0,Reclasificacion,I210000104
I5190100043,CABALLETE,5,5102,5190,,51900043,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000004
I5190100072,COMPAS (JUEGO DE),5,5102,5190,,51900072,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000010
I5190100110,ESTUCHE GRAPHOS (JUEGO DE),5,5102,5190,,51900110,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000020
I5190100111,ESTUCHE LEROY (JUEGO DE),5,5102,5190,,51900111,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000022
I5190100113,ESTUCHE RAPIDOGRAFO,5,5102,5190,,51900113,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000024
I5190100145,LAMPARA RESTIRADOR,5,5102,5190,,51900145,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000034
I5190100211,MULTIGRAFO,5,5102,5190,,51900211,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000036
I5190100212,PANTOGRAFO,5,5102,5190,,51900212,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000038
I5190100219,PLANTIMETRO POLAR,5,5102,5190,,51900219,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000044
I5190100233,REGLA PARALELA,5,5102,5190,,51900233,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000046
I5190100234,REGLA UNIVERSAL,5,5102,5190,,51900234,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000052
I5190100262,TIRALINEAS,5,5102,5190,,51900262,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000058
I5190100006,ALARGADOR DE CANGREJO PARA DIBUJO,5,5102,5190,,51900006,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000060
I5190100132,HACHURADOR,5,5102,5190,,51900132,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000062
I5190100275,DIBUJOSCOPIO,5,5103,2910,,50000000,1.0.0.0.0,Reclasificacion,I240000064
I5190100276,PULPO DE SERIGRAFIA,5,5103,2910,,50000000,1.0.0.0.0,Reclasificacion,I240000066
I5190100104,EQUIPO LETERON,5,5102,5190,,51900104,1.2.4.1.9,Otros Mobiliarios y Equipos de Administración,I240000068
I5220100001,ALFANGE,5,5103,5220,,52200001,1.2.4.2.2,Aparatos Deportivos,I270000004
I5220100005,BARRA OLIMPICA,5,5103,5220,,52200005,1.2.4.2.2,Aparatos Deportivos,I270000022
I5220100006,BARRAS ASIMETRICAS,5,5103,5220,,52200006,1.2.4.2.2,Aparatos Deportivos,I270000026
I5220100008,BINOCULARES,5,5103,5220,,52200008,1.2.4.2.2,Aparatos Deportivos,I270000036
I5220100010,CABALLO (CON/SIN ARZONES),5,5103,5220,,52200010,1.2.4.2.2,Aparatos Deportivos,I270000040
I5220100011,CAMA PLAYA,5,5103,5220,,52200011,1.2.4.2.2,Aparatos Deportivos,I270000042
I5220100014,CARRUSEL CABALLITOS,5,5103,5220,,52200014,1.2.4.2.2,Aparatos Deportivos,I270000048
I5220100016,CASETA DESARMABLE,5,5502,5220,,52200016,1.2.4.2.2,Aparatos Deportivos,I270000050
I5220100017,CASETA PICK UP,5,5502,5220,,52200017,1.2.4.2.2,Aparatos Deportivos,I270000052
I5120100020,CATRE,5,5101,5120,,51200020,1.2.4.1.2,Muebles Excepto de Oficina y Estantería,I270000054
I5220100018,COCINETA MOVIL,5,5103,5220,,52200018,1.2.4.2.2,Aparatos Deportivos,I270000060
I5220100019,COLUMPIO,5,5103,5220,,52200019,1.2.4.2.2,Aparatos Deportivos,I270000064
I5220100020,CORNETA,5,5103,5220,,52200020,1.2.4.2.2,Aparatos Deportivos,I270000068
I5220100021,EQUIPO OXIGENO BUCEO,5,5103,5220,,52200021,1.2.4.2.2,Aparatos Deportivos,I270000074
I5220100023,ESCALERA ARCO,5,5103,5220,,52200023,1.2.4.2.2,Aparatos Deportivos,I270000078
I5220100024,ESFERA METALICA GIRATORIA,5,5103,5220,,52200024,1.2.4.2.2,Aparatos Deportivos,I270000080
I5220100026,ESTUCHE PROFESIONAL AJEDREZ Y BACKGAMON (JUEGO DE),5,5103,5220,,52200026,1.2.4.2.2,Aparatos Deportivos,I270000082
